1.573018 0.2005722 0.08616003 2.673581 5.338197
1.964852 0.1970106 0.1000147 2.688867 7.91952
1.886267 0.1566087 0.1130265 2.4012 6.820128
1.809188 0.1733468 0.07212142 2.832159 8.13122
1.764398 0.1903848 0.08408716 2.122743 7.901334
1.715905 0.1540191 0.08933849 2.63134 5.884433
1.516617 0.1811884 0.05571441 2.433201 4.588861
1.684913 0.1491183 0.07237234 3.091784 9.051026
1.348002 0.05514851 0.08065096 2.941997 4.723552
1.429689 0.1348642 0.04967132 2.368291 6.759291
1.661514 0.1336893 0.1004966 2.994856 8.458556
1.532576 0.1336656 0.08265497 2.223371 7.267233
1.797835 0.111338 0.0731757 1.97611 6.466768
1.642577 0.1293655 0.1027124 2.535012 4.767277
1.804843 0.1585055 0.1008884 2.661005 7.654833
2.103517 0.1751501 0.07913912 2.758288 7.552032
1.244963 0.1693498 0.07060404 2.543863 8.477465
1.706237 0.2096529 0.1016431 2.437337 6.146566
1.813182 0.1113684 0.05616975 2.815988 5.578766
1.135863 0.1546965 0.06770587 1.791363 7.428322
1.122658 0.2324716 0.07903768 2.262102 6.623341
1.074974 0.1694339 0.06471524 2.186184 3.196558
1.683945 0.1496422 0.08595406 2.211338 7.400943
2.150497 0.1624539 0.1095037 2.699535 5.134001
1.707214 0.1564285 0.08138176 2.333187 7.40214
1.066561 0.2107929 0.08382155 2.205201 6.296101
1.544681 0.1458015 0.1162661 2.655796 7.189356
1.3694 0.1582124 0.1079994 2.973094 7.821155
2.001643 0.247835 0.122304 3.219314 6.777803
1.464971 0.1380796 0.0901459 1.732465 6.722719
1.716488 0.1805397 0.05241638 3.29815 4.542569
1.127758 0.1612803 0.07190854 2.890809 7.276802
1.196901 0.1635554 0.0867106 2.645593 6.732339
0.9363531 0.1171889 0.05653761 2.915714 7.600945
1.124253 0.1737191 0.08715868 1.704268 7.913323
2.247495 0.1526124 0.08456889 2.458267 6.591644
1.762321 0.1576524 0.1126159 2.78215 8.029903
1.642954 0.166712 0.04586929 3.048775 6.000506
1.271124 0.1875438 0.09144247 2.348512 6.178716
1.533124 0.1852433 0.09921568 1.828182 7.972678
2.248167 0.205107 0.06757597 2.734511 7.694509
1.993771 0.1971409 0.096421 2.572099 6.704826
1.339465 0.1810532 0.08934578 2.100649 7.851282
2.441521 0.2072173 0.08964805 2.037927 3.869464
1.620418 0.09925233 0.0720223 1.709802 7.307046
2.375142 0.1598061 0.1002342 3.101655 5.798477
2.105535 0.1734592 0.1041807 2.173899 6.07621
1.975175 0.1462565 0.07666056 1.976649 7.280057
1.791825 0.2081132 0.07995277 2.494559 7.007296
0.9616759 0.1816798 0.1310889 2.035592 6.654908
