   10.7336998       1.47590005       1.55820000      0.150999993      0.159299999    
   7.53170013       1.50409997       1.49989998      0.153899997      0.153400004    
   10.7475996       1.54639995       1.54390001      0.158000007      0.158099994    
   9.48089981       1.56719995       1.39339995      0.160200000      0.143000007    
   12.2321997       1.47070003       1.64160001      0.150399998      0.167400002    
   12.3535004       1.73230004       1.48930001      0.176400006      0.152199998    
   10.7881002       1.64590001       1.47909999      0.167899996      0.151299998    
   10.4308996       1.55190003       1.33480000      0.158500001      0.136800006    
   10.1646996       1.63189995       1.41410005      0.166600004      0.144800007    
   8.67059994       1.44229996       1.58800006      0.147900000      0.162200004    
   11.6433001       1.58290005       1.52639997      0.161500007      0.156200007    
   8.15229988       1.45500004       1.59440005      0.148900002      0.163000003    
   11.1681004       1.75179994       1.42420006      0.178399995      0.145899996    
   11.0009003       1.55420005       1.52719998      0.158700004      0.156200007    
   8.72369957       1.41270006       1.67309999      0.144600004      0.170599997    
   11.0394001       1.36979997       1.44270003      0.140400007      0.147599995    
   9.19089985       1.50030005       1.53260005      0.153300002      0.156700000    
   9.12899971       1.41719997       1.50610006      0.145199999      0.154100001    
   8.30379963       1.55509996       1.57099998      0.158899993      0.160400003    
   10.7686005       1.50590003       1.69749999      0.154200003      0.172800004    
   12.6044998       1.58220005       1.46140003      0.161599994      0.149499997    
   12.1176004       1.58690000       1.49269998      0.162000000      0.152700007    
   11.0927000       1.43069994       1.47000003      0.146599993      0.150399998    
   10.3327999       1.49489999       1.57249999      0.152799994      0.160600007    
   11.2849998       1.50489998       1.69309998      0.153899997      0.172700003    
   9.55300045       1.49500000       1.60130000      0.152999997      0.163499996    
   8.10859966       1.50829995       1.37989998      0.154400006      0.141599998    
   10.1639996       1.65670002       1.56110001      0.168899998      0.159400001    
   10.2095003       1.48020005       1.54869998      0.151400000      0.158199996    
   12.8706999       1.53970003       1.57819998      0.157399997      0.161100000    
   10.6517000       1.60759997       1.56280005      0.164100006      0.159600005    
   11.3193998       1.28439999       1.66069996      0.131999999      0.169400007    
   15.2112999       1.40730000       1.37039995      0.144299999      0.140499994    
   10.6877003       1.48730004       1.51409996      0.152099997      0.154599994    
   11.6612997       1.54050004       1.57019997      0.157499999      0.160400003    
   10.8505001       1.42770004       1.53460002      0.146300003      0.157000005    
   9.95569992       1.35140002       1.55190003      0.138600007      0.158500001    
   10.6966000       1.47469997       1.49430001      0.150800005      0.152799994    
   12.2624998       1.60440004       1.72590005      0.163699999      0.175899997    
   9.81659985       1.45299995       1.47109997      0.148800001      0.150500000    
   13.4448004       1.47850001       1.54690003      0.151500002      0.158199996    
   11.9495001       1.54250002       1.63639998      0.157700002      0.166899994    
   9.23840046       1.53999996       1.39300001      0.157499999      0.143000007    
   10.3353996       1.37259996       1.57640004      0.140900001      0.161100000    
   9.66989994       1.58560002       1.55729997      0.161899999      0.159199998    
   10.1561003       1.55700004       1.56130004      0.159099996      0.159299999    
   8.56550026       1.42850006       1.34759998      0.146300003      0.138200000    
   10.6608000       1.54310000       1.22270000      0.157499999      0.125900000    
   10.9610004       1.45109999       1.52240002      0.148699999      0.155699998    
   12.6307001       1.42299998       1.52310002      0.145699993      0.155599996    
